	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
1715	exu	FBgn0000615	2R:16554923-16558379	young	old	0.808634	2.40049	1.56977	1.34957	0.002	0.0139088
1716	eys	FBgn0031414	2L:2308757-2358181	young	old	10.8117	4.33298	-1.31917	-2.19172	5e-05	0.000618758
1717	fas	FBgn0000633	2R:9510592-9636882	young	old	8.59841	5.0537	-0.76673	-1.41744	9e-04	0.00726849
1718	fat-spondin	FBgn0026721	2R:12941507-12946810	young	old	48.758	79.8545	0.711735	1.2535	0.0024	0.0161946
1719	fbp	FBgn0032820	2L:19761578-19764134	young	old	240.462	455.07	0.920276	1.53387	0.00025	0.00250102
1720	ferrochelatase	FBgn0266268	3R:27636175-27637985	young	old	40.9638	74.0217	0.853597	1.60985	1e-04	0.00115824
1721	fit	FBgn0038914	3R:17706531-17710176	young	old	2403.76	5951.59	1.30798	1.49468	0.00035	0.00330503
1722	flw	FBgn0000711	X:10279965-10302119	young	old	45.0785	27.0074	-0.739087	-1.40003	7e-04	0.00587687
1723	fu12	FBgn0026718	2L:8449690-8463990	young	old	26.1266	80.7251	1.6275	2.61664	5e-05	0.000618758
1724	fus	FBgn0023441	2R:11544822-11564198	young	old	19.5522	29.9293	0.614223	1.1331	0.00595	0.0334268
1725	futsch	FBgn0259108	X:1307910-1345416	young	old	7.97291	4.72069	-0.756107	-1.43074	0.00075	0.00623234
1726	fw	FBgn0001083	X:11886947-11897943	young	old	3.26415	0.604085	-2.43388	-2.06843	2e-04	0.00208188
1727	fz	FBgn0001085	3L:14267446-14361748	young	old	3.54571	1.98232	-0.838885	-1.12797	0.0088	0.0451514
1728	gammaSnap	FBgn0028552	2R:19934667-19936412	young	old	178.688	90.5762	-0.980237	-1.86313	5e-05	0.000618758
1729	glob1	FBgn0027657	3R:11722647-11728226	young	old	515.415	971.028	0.913777	1.30496	0.0015	0.0111039
1730	gnu	FBgn0001120	3L:14795479-14796457	young	old	0.419854	1.94871	2.21456	1.30276	0.00375	0.0231448
1731	gol	FBgn0004919	2R:20960149-20971843	young	old	117.672	29.1458	-2.01341	-3.26118	5e-05	0.000618758
1732	gprs	FBgn0024232	2R:12528744-12536284	young	old	4.72891	1.5745	-1.58661	-1.98704	5e-05	0.000618758
1733	growl	FBgn0263594	3R:228770-232914	young	old	101.532	171.392	0.755365	1.29349	0.00185	0.0131753
1734	h	FBgn0001168	3L:8668858-8672339	young	old	19.8215	37.5936	0.923422	1.69425	5e-05	0.000618758
1735	hb	FBgn0001180	3R:4517037-4523540	young	old	1.73635	0.747874	-1.21519	-1.15728	0.0063	0.0348912
1736	hep	FBgn0010303	X:12973239-12984466	young	old	5.20025	9.54728	0.876509	1.3536	0.00145	0.0108075
1737	hgo	FBgn0040211	2L:11136394-11138567	young	old	10.09	25.9642	1.36359	2.05164	5e-05	0.000618758
1738	hipk	FBgn0035142	3L:543069-576065	young	old	1.97583	3.50362	0.826391	1.29294	0.0022	0.0150426
1739	hkl	FBgn0263198	2L:19045360-19048633	young	old	63.2876	39.1128	-0.694282	-1.28435	0.00195	0.0136879
1740	hoe1	FBgn0041150	2L:4908744-4932296	young	old	120.966	66.1325	-0.871172	-1.53902	0.00035	0.00330503
1741	hoe2	FBgn0031649	2L:4933046-4936582	young	old	50.5696	29.9771	-0.754411	-1.40373	8e-04	0.00660287
1742	homer	FBgn0025777	2L:6720394-6723355	young	old	41.8387	23.7263	-0.818351	-1.5281	5e-05	0.000618758
1743	ifc	FBgn0001941	2L:5986323-5988858	young	old	25.6944	43.1846	0.749062	1.40196	8e-04	0.00660287
1744	igl	FBgn0013467	2R:11042943-11077797	young	old	181.575	86.5213	-1.06944	-1.88475	5e-05	0.000618758
1745	inaF-B	FBgn0259918	X:11618372-11630650	young	old	224.392	86.7018	-1.37189	-1.57316	2e-04	0.00208188
1746	ine	FBgn0011603	2L:4465199-4477024	young	old	28.867	15.9072	-0.859737	-1.30384	0.00245	0.0164411
1747	inx2	FBgn0027108	X:6885644-6905168	young	old	47.8553	27.6323	-0.792323	-1.25231	0.00315	0.0201287
1748	ird5	FBgn0024222	3R:11872068-11875144	young	old	4.75679	8.54766	0.845541	1.31161	0.00125	0.00952028
1749	jdp	FBgn0027654	3R:26342773-26352761	young	old	196.418	115.362	-0.767752	-1.28502	0.00065	0.00551878
1750	jigr1	FBgn0039350	3R:21463548-21475972	young	old	38.8132	22.9931	-0.755343	-1.4048	5e-04	0.00444627
1751	jim	FBgn0027339	3L:22789076-22826488	young	old	5.28287	8.58503	0.700502	1.26842	0.00195	0.0136879
1752	jp	FBgn0032129	2L:9547719-9566750	young	old	30.1219	18.9478	-0.668782	-1.19192	0.00405	0.0246228
1753	kal-1	FBgn0039155	3R:19967116-19974645	young	old	30.6479	4.45307	-2.78292	-3.55818	5e-05	0.000618758
1754	kar	FBgn0001296	3R:8507907-8515089	young	old	43.9404	22.7151	-0.951895	-1.70851	1e-04	0.00115824
1755	kay	FBgn0001297	3R:25592496-25619838	young	old	17.8078	32.8558	0.883635	1.59111	1e-04	0.00115824
1756	kdn	FBgn0261955	X:6244661-6255226	young	old	232.256	94.2773	-1.30073	-2.02998	5e-05	0.000618758
1757	kek2	FBgn0015400	2L:11621818-11626136	young	old	5.86671	3.25707	-0.848979	-1.38402	0.00075	0.00623234
1758	kek4	FBgn0032484	2L:13212334-13215152	young	old	29.6003	15.5053	-0.932847	-1.72168	5e-05	0.000618758
1759	kkv	FBgn0001311	3R:1203814-1218587	young	old	2.03786	0.0976036	-4.38398	-3.43851	5e-05	0.000618758
1760	klg	FBgn0017590	3R:18725023-18787456	young	old	18.85	9.0844	-1.0531	-1.9798	5e-05	0.000618758
1761	ko	FBgn0020294	3L:21068666-21124259	young	old	5.7824	2.91768	-0.986844	-1.5415	1e-04	0.00115824
1762	kraken	FBgn0020545	2L:852766-854539	young	old	32.7818	60.4263	0.882281	1.53256	0.00025	0.00250102
1763	krimp	FBgn0034098	2R:12125607-12128222	young	old	0.613674	1.5979	1.38063	1.21426	0.00185	0.0131753
1764	krz	FBgn0040206	3R:27873826-27877711	young	old	9.78032	17.0956	0.805669	1.40845	0.00055	0.00479482
1765	l(1)G0148	FBgn0028360	X:6548648-6553742	young	old	27.7771	14.9286	-0.895816	-1.69908	5e-05	0.000618758
1766	l(1)G0156	FBgn0027291	X:19413147-19415843	young	old	257.691	70.5462	-1.869	-3.35787	5e-05	0.000618758
1767	l(1)G0230	FBgn0028342	X:10107004-10108274	young	old	888.084	439.569	-1.01461	-1.82993	5e-05	0.000618758
1768	l(1)G0334	FBgn0028325	X:4596304-4599156	young	old	265.833	151.495	-0.811246	-1.36363	0.0011	0.0085992
1769	l(2)01289	FBgn0010482	2R:2608605-2628149	young	old	22.0507	12.4604	-0.823474	-1.49203	0.00045	0.00405706
1770	l(2)01810	FBgn0010497	2L:12027439-12034123	young	old	3.68242	1.74647	-1.07621	-1.15219	0.00505	0.0293676
1771	l(2)06225	FBgn0010612	2L:10975534-10987416	young	old	899.783	491.163	-0.873376	-1.33574	0.0011	0.0085992
1772	l(2)35Bg	FBgn0001977	2L:15035470-15038857	young	old	40.8446	87.0719	1.09206	1.75915	5e-05	0.000618758
1773	l(2)35Di	FBgn0001989	2L:15749608-15751054	young	old	274.492	140.176	-0.969523	-1.80424	5e-05	0.000618758
1774	l(2)gl	FBgn0002121	2L:9835-21372	young	old	8.97209	13.8038	0.621551	1.16958	0.00585	0.0329979
1775	l(2)k09913	FBgn0021979	2R:18954724-18959404	young	old	305.875	165.04	-0.890125	-1.51121	3e-04	0.00290595
1776	l(3)03670	FBgn0010808	3R:26878332-26879634	young	old	239.098	119.266	-1.00342	-1.90303	5e-05	0.000618758
1777	l(3)neo43	FBgn0011476	3R:11103869-11104351	young	old	58.1239	32.5047	-0.838485	-1.1926	0.0044	0.0262923
1778	lectin-24A	FBgn0040104	2L:3713373-3717773	young	old	0.493967	7.57291	3.93836	1.0097	0.0052	0.0300253
1779	levy	FBgn0034877	2R:19435762-19442241	young	old	1287.05	604.832	-1.08947	-1.74535	5e-05	0.000618758
1780	lig	FBgn0020279	2R:3955459-3966320	young	old	7.31259	11.8962	0.702041	1.24693	0.0026	0.0172814
1781	lox2	FBgn0034660	2R:17677120-17679160	young	old	53.3483	4.14569	-3.68576	-4.92972	5e-05	0.000618758
1782	lqf	FBgn0028582	3L:7521903-7531379	young	old	84.0654	47.8891	-0.811815	-1.45197	0.00085	0.0069335
1783	ltd	FBgn0002567	2R:5065368-5073866	young	old	143.135	57.6315	-1.31245	-2.01696	5e-05	0.000618758
1784	lush	FBgn0020277	3L:19597497-19599190	young	old	2.33426	8.00554	1.77803	1.49441	0.00145	0.0108075
1785	mRpL17	FBgn0035122	3L:264781-265908	young	old	61.7254	39.1976	-0.6551	-1.14595	0.0042	0.0252829
1786	mRpL28	FBgn0031660	2L:4973977-4975284	young	old	121.493	80.2103	-0.599012	-1.15228	0.00485	0.0284246
1787	mRpS5	FBgn0044510	3L:24530334-24536634	young	old	219.143	146.444	-0.581527	-0.944739	0.0087	0.0447795
1788	mal	FBgn0002641	X:20300707-20304237	young	old	5.55327	9.45475	0.767701	1.27622	0.00235	0.0159012
1789	mav	FBgn0039914	4:643841-646656	young	old	24.2298	12.5815	-0.945484	-1.68826	5e-05	0.000618758
1790	mdy	FBgn0004797	2L:16802020-16826991	young	old	33.5389	70.8957	1.07986	1.61859	2e-04	0.00208188
1791	mge	FBgn0035473	3L:3905343-3909931	young	old	175.687	102.42	-0.778506	-1.44402	0.00035	0.00330503
1792	miple	FBgn0027111	3L:267763-270340	young	old	222.705	126.087	-0.820716	-1.38403	0.0011	0.0085992
1793	msn	FBgn0010909	3L:2555774-2586540	young	old	11.5828	17.344	0.582454	1.09278	0.0072	0.0387119
1794	msta	FBgn0053548	X:2099882-2107808	young	old	32.3872	57.6598	0.832141	1.48213	0.00045	0.00405706
1795	mtacp1	FBgn0011361	3L:1329805-1331633	young	old	507.215	248.393	-1.02998	-1.84858	5e-05	0.000618758
1796	mtg	FBgn0260386	3R:4077900-4086440	young	old	4.17067	1.8171	-1.19864	-1.33473	0.00215	0.014742
1797	mtt	FBgn0050361	2R:4361932-4419420	young	old	5.71302	3.45085	-0.727301	-1.12628	0.00805	0.0420772
1798	mwh	FBgn0264272	3L:1208424-1232701	young	old	11.7999	2.14622	-2.45891	-3.3759	5e-05	0.000618758
1799	nAcRalpha-96Ab	FBgn0000039	3R:20311163-20316875	young	old	48.0672	20.1448	-1.25465	-2.34276	5e-05	0.000618758
1800	nAcRbeta-64B	FBgn0000038	3L:4429369-4435999	young	old	213.731	80.3952	-1.41061	-2.41582	5e-05	0.000618758
1801	nAcRbeta-96A	FBgn0004118	3R:20334936-20340823	young	old	55.0546	22.8484	-1.26877	-2.27616	5e-05	0.000618758
1802	nau	FBgn0002922	3R:19537250-19544079	young	old	1.71207	0.389696	-2.13532	-1.57996	0.00325	0.0206595
1803	ncm	FBgn0086707	2L:18444506-18448996	young	old	6.06829	9.19143	0.599	1.08866	0.0098	0.0493742
1804	neuroligin	FBgn0031866	2L:6896829-6906661	young	old	17.304	10.8181	-0.677653	-1.27542	0.00145	0.0108075
1805	nimB5	FBgn0028936	2L:13970528-13972947	young	old	17.2988	27.4569	0.666493	1.12565	0.00745	0.0397279
1806	nimC1	FBgn0259896	2L:13974116-13976753	young	old	3.33249	9.07807	1.44579	1.79736	5e-05	0.000618758
1807	ninaC	FBgn0002938	2L:7377717-7384344	young	old	1187.66	549.115	-1.11294	-1.16553	0.0054	0.0308879
1808	ninaG	FBgn0037896	3R:7245097-7247415	young	old	30.8499	46.2488	0.58415	1.08469	0.00695	0.0376163
1809	noc	FBgn0005771	2L:14490861-14494019	young	old	5.01788	8.16048	0.701575	1.08638	0.00555	0.0315426
1810	nocturnin	FBgn0261808	3R:7026137-7034357	young	old	33.5553	79.9944	1.25336	1.62456	0.00065	0.00551878
1811	nop5	FBgn0026196	2L:6914299-6920274	young	old	37.7506	22.1095	-0.771835	-1.16646	0.0053	0.0304407
1812	norpA	FBgn0262738	X:4216658-4256487	young	old	29.4366	15.375	-0.937025	-1.7799	5e-05	0.000618758
1813	npf	FBgn0027109	3R:12435480-12437049	young	old	64.5906	140.939	1.12568	2.01009	5e-05	0.000618758
1814	nrm	FBgn0262509	3L:22991540-23031258	young	old	14.2341	6.73122	-1.08041	-1.82921	5e-05	0.000618758
1815	nrv2	FBgn0015777	2L:6789760-6798864	young	old	249.855	122.528	-1.02798	-1.64973	1e-04	0.00115824
1816	nrv3	FBgn0032946	2L:21379999-21390347	young	old	350.981	141.681	-1.30875	-2.1323	5e-05	0.000618758
1817	nxf2	FBgn0036640	3L:16569958-16573387	young	old	0.681736	1.75681	1.36567	1.28705	0.0028	0.0183608
1818	obst-B	FBgn0027600	2L:10032693-10038954	young	old	14.7048	0.984278	-3.90107	-2.57964	1e-04	0.00115824
1819	ome	FBgn0259175	3L:14665967-14740971	young	old	13.0406	26.5971	1.02826	1.85518	5e-05	0.000618758
1820	ort	FBgn0003011	3R:15485469-15489401	young	old	14.5566	5.46409	-1.41362	-2.20028	5e-05	0.000618758
1821	out	FBgn0259834	X:19205060-19216098	young	old	8.67138	13.3652	0.624145	1.0711	0.0092	0.0467615
1822	ox	FBgn0011227	2R:8640530-8645028	young	old	1187.62	620.114	-0.937467	-1.36918	0.0011	0.0085992
1823	p130CAS	FBgn0035101	3L:149678-174524	young	old	22.1442	12.8373	-0.786584	-1.42186	6e-04	0.00516159
1824	p47	FBgn0033179	2R:3352519-3354236	young	old	24.2258	40.1708	0.7296	1.23398	0.0019	0.0134529
1825	pAbp	FBgn0265297	2R:14027582-14033740	young	old	115.142	182.968	0.668172	1.11965	0.0053	0.0304407
1826	pUf68	FBgn0028577	3L:1496852-1502598	young	old	24.9556	43.9071	0.815089	1.17056	0.00425	0.0255209
1827	par-6	FBgn0026192	X:17597361-17601129	young	old	18.5435	46.4376	1.32438	2.45196	5e-05	0.000618758
1828	pgant2	FBgn0031530	2L:3404459-3426642	young	old	22.0291	12.9561	-0.765778	-1.45764	0.00015	0.00164377
1829	phtf	FBgn0028579	2R:2629371-2633649	young	old	23.3301	14.2371	-0.712534	-1.3566	8e-04	0.00660287
1830	phyl	FBgn0013725	2R:10314840-10319840	young	old	18.3534	9.65445	-0.92678	-1.60117	5e-05	0.000618758
1831	pic	FBgn0260962	3R:8877977-8882454	young	old	12.5351	19.6059	0.645311	1.19557	0.0031	0.0198351
1832	pigeon	FBgn0010309	2L:19186035-19189938	young	old	10.2247	4.42996	-1.20669	-1.91593	5e-05	0.000618758
1833	pinta	FBgn0038966	3R:18249026-18250447	young	old	53.7991	108.038	1.00589	1.90615	5e-05	0.000618758
1834	pio	FBgn0020521	2R:20468771-20485385	young	old	56.2368	36.6138	-0.619129	-1.12603	0.00525	0.0302782
1835	pip	FBgn0003089	3L:19287868-19330699	young	old	2.27264	0.601549	-1.91761	-0.807793	0.006	0.0335725
1836	pirk	FBgn0034647	2R:17548471-17549749	young	old	6.19471	48.5923	2.97162	4.10995	5e-05	0.000618758
1837	plexA	FBgn0025741	4:1034029-1047720	young	old	9.53968	15.9837	0.744585	1.28495	0.0022	0.0150426
1838	plx	FBgn0261261	3R:1511853-1538559	young	old	18.9703	11.4425	-0.72934	-1.36128	0.00095	0.00759689
1839	pncr004:X	FBgn0047095	X:19065109-19068929	young	old	14.4439	5.97083	-1.27446	-1.20886	0.0029	0.0188645
1840	pncr008:3L	FBgn0047000	3L:6213677-6214052	young	old	37.9591	16.9516	-1.16302	-1.10277	0.00685	0.0371988
1841	porin	FBgn0004363	2L:10847226-10850868	young	old	788.999	467.573	-0.754831	-1.08667	0.006	0.0335725
1842	ppl	FBgn0027945	3L:21273587-21274601	young	old	176.321	273.29	0.632227	1.10731	0.0056	0.0317344
1843	prominin-like	FBgn0026189	3L:3115334-3127723	young	old	13.3349	8.5033	-0.649117	-1.19699	0.00355	0.0221625
1844	pug	FBgn0020385	3R:6522239-6529011	young	old	49.3377	239.544	2.27953	2.9909	5e-05	0.000618758
1845	px	FBgn0003175	2R:18384002-18449569	young	old	2.44363	4.83993	0.98596	1.3869	6e-04	0.00516159
1846	qkr58E-2	FBgn0022985	2R:18303317-18306209	young	old	9.82672	15.3962	0.647789	1.14265	0.00485	0.0284246
1847	qua	FBgn0003187	2L:17486805-17497203	young	old	0.272274	0.867178	1.67127	1.24074	0.00285	0.0186261
1848	qvr	FBgn0260499	2R:7330030-7339109	young	old	83.7796	49.0671	-0.771842	-1.34531	0.00115	0.00886935
1849	rad50	FBgn0034728	2R:18308543-18312979	young	old	4.73444	9.06154	0.936564	1.65388	5e-05	0.000618758
1850	rdgBbeta	FBgn0027872	2R:13583280-13585866	young	old	15.7955	9.45751	-0.739981	-1.19877	0.0027	0.0178127
1851	rdo	FBgn0243486	2L:18012406-18070249	young	old	19.0886	4.75533	-2.0051	-3.49291	5e-05	0.000618758
1852	rec	FBgn0003227	3R:11629973-11658354	young	old	17.1839	9.95477	-0.7876	-1.09583	0.00775	0.0408811
1853	retinin	FBgn0040074	3L:16325018-16325889	young	old	7987.3	180.011	-5.47155	-6.98225	5e-05	0.000618758
1854	retinophilin	FBgn0087005	3R:1058267-1063037	young	old	1806.18	1040.88	-0.795146	-1.11039	0.00635	0.035029
1855	rg	FBgn0266098	X:4979865-5145183	young	old	3.84391	1.74665	-1.13799	-1.71991	5e-05	0.000618758
1856	rgr	FBgn0267792	2R:4487937-4498743	young	old	8.41265	4.67142	-0.848699	-1.34243	0.00125	0.00952028
1857	rho	FBgn0004635	3L:1463791-1468483	young	old	5.63692	9.89339	0.811558	1.34965	0.0011	0.0085992
1858	robo	FBgn0005631	2R:18580028-18588467	young	old	7.50176	4.62248	-0.698562	-1.26846	0.0022	0.0150426
1859	rost	FBgn0011705	2L:8985931-8989287	young	old	92.6291	194.823	1.07262	1.89348	5e-05	0.000618758
1860	rut	FBgn0003301	X:14683283-14719938	young	old	5.38838	3.29925	-0.707716	-1.23616	0.0021	0.0144805
1861	ry	FBgn0003308	3R:8858258-8863748	young	old	9.93182	26.7657	1.43025	2.65811	5e-05	0.000618758
1862	scarface	FBgn0033033	2R:1564253-1579200	young	old	58.7367	38.7258	-0.600967	-1.10452	0.0065	0.0356751
1863	scb	FBgn0003328	2R:11136289-11146003	young	old	3.66299	10.3849	1.50339	2.58597	5e-05	0.000618758
1864	scpr-A	FBgn0037889	3R:7066904-7067845	young	old	0.388138	2.55265	2.71736	1.48359	0.0025	0.0167192
1865	scpr-C	FBgn0037879	3R:7051241-7052204	young	old	2.62113	35.4136	3.75604	3.25496	5e-05	0.000618758
1866	scu	FBgn0021765	X:17985278-17986888	young	old	58.8732	139.416	1.24372	2.11364	5e-05	0.000618758
1867	sec23	FBgn0262125	3R:1474786-1478354	young	old	27.6455	50.7079	0.875168	1.56952	5e-05	0.000618758
1868	sei	FBgn0003353	2R:19936727-19945128	young	old	23.8174	15.7408	-0.597506	-1.05796	0.00885	0.0453841
1869	serp	FBgn0260653	3L:19694076-19701109	young	old	12.6274	4.58472	-1.46165	-2.07569	5e-05	0.000618758
1870	sesB	FBgn0003360	X:10666576-10680978	young	old	3281.86	1014.06	-1.69437	-1.82373	5e-05	0.000618758
1871	sev	FBgn0003366	X:10965473-10980332	young	old	1.64698	4.53491	1.46125	2.18398	5e-05	0.000618758
1872	shd	FBgn0003388	3L:14607557-14615305	young	old	1.36183	0.296936	-2.19732	-1.7294	0.00025	0.00250102
1873	shep	FBgn0052423	3L:5153785-5271044	young	old	6.12001	10.5501	0.785657	1.3775	0.00115	0.00886935
1874	shi	FBgn0003392	X:15786148-15800285	young	old	134.783	67.9164	-0.988802	-1.65062	5e-05	0.000618758
1875	skf	FBgn0262600	2R:7110375-7120056	young	old	45.5458	20.035	-1.1848	-1.94204	5e-05	0.000618758
1876	slgA	FBgn0003423	X:21245367-21256188	young	old	149.223	66.4306	-1.16755	-2.01323	5e-05	0.000618758
1877	slif	FBgn0037203	3L:22874145-22886929	young	old	7.08192	4.04815	-0.806878	-1.12218	0.00615	0.0342548
1878	smi35A	FBgn0016930	2L:14184477-14234108	young	old	27.7367	13.1061	-1.08155	-2.02541	5e-05	0.000618758
1879	smp-30	FBgn0038257	3R:10567308-10619350	young	old	33.6056	161.263	2.26264	3.56513	5e-05	0.000618758
1880	smt3	FBgn0264922	2L:6966775-6967593	young	old	170.685	292.163	0.775442	1.45867	0.00035	0.00330503
1881	snRNP70K	FBgn0016978	2L:6969824-6971736	young	old	2.24225	4.69772	1.06702	1.17055	0.00585	0.0329979
1882	sol	FBgn0003464	X:21221356-21228939	young	old	3.44285	7.9642	1.20992	1.86721	5e-05	0.000618758
1883	spict	FBgn0032451	2L:12704723-12706683	young	old	41.9721	81.0504	0.949388	1.69509	1e-04	0.00115824
1884	spin	FBgn0086676	2R:12012487-12025743	young	old	39.1733	61.6685	0.654662	1.22455	0.00465	0.0275167
1885	spirit	FBgn0030051	X:8465131-8467614	young	old	2.79071	18.4343	2.72368	2.949	5e-05	0.000618758
1886	spn-D	FBgn0003482	3R:22991439-22992844	young	old	0.246407	1.33107	2.43347	1.34462	0.0033	0.0209229
1887	spz	FBgn0003495	3R:22890791-22895790	young	old	21.3365	44.0832	1.0469	1.68752	1e-04	0.00115824
1888	srp	FBgn0003507	3R:11811922-11829807	young	old	10.0421	24.2234	1.27034	2.30639	5e-05	0.000618758
1889	ste24a	FBgn0034176	2R:12887744-12889431	young	old	40.3388	63.1577	0.646789	1.20613	0.00365	0.0226853
1890	stj	FBgn0261041	2R:9692978-9707080	young	old	33.2279	16.4418	-1.01502	-1.88754	5e-05	0.000618758
1891	stmA	FBgn0086784	2R:4611764-4621809	young	old	113.234	53.3259	-1.0864	-1.74427	5e-05	0.000618758
1892	stnA	FBgn0016976	X:22382557-22406483	young	old	44.6302	20.487	-1.12331	-1.99809	5e-05	0.000618758
1893	stops	FBgn0086704	3R:26960113-26997242	young	old	53.9392	107.971	1.00124	1.58623	0.00015	0.00164377
1894	stumps	FBgn0020299	3R:10402940-10433804	young	old	10.5167	6.59229	-0.673835	-1.18394	0.00375	0.0231448
1895	su(r)	FBgn0086450	X:9090838-9096770	young	old	9.38115	21.3586	1.18698	2.01168	5e-05	0.000618758
1896	sun	FBgn0014391	X:15738529-15743273	young	old	407.507	189.447	-1.10503	-1.84755	5e-05	0.000618758
1897	sv	FBgn0005561	4:1109443-1133943	young	old	6.67004	3.18899	-1.06459	-1.81675	5e-05	0.000618758
1898	synaptogyrin	FBgn0033876	2R:9729254-9733757	young	old	107.851	43.5884	-1.30702	-2.41135	5e-05	0.000618758
1899	synj	FBgn0034691	2R:17967675-17976084	young	old	17.6607	11.4027	-0.631172	-1.09296	0.00995	0.0498726
1900	t	FBgn0086367	X:9111687-9117290	young	old	255.382	154.124	-0.728563	-1.18793	0.00275	0.0180815
1901	tadr	FBgn0032911	2L:21071008-21081053	young	old	29.3057	15.0766	-0.95887	-1.69952	5e-05	0.000618758
1902	tai	FBgn0041092	2L:9166801-9247186	young	old	2.37718	3.84926	0.695328	1.2149	0.00305	0.019631
1903	tamo	FBgn0041582	2R:20014160-20021074	young	old	5.88555	9.37524	0.671678	1.14029	0.0053	0.0304407
1904	tim	FBgn0014396	2L:3493985-3507754	young	old	31.5103	11.2481	-1.48614	-2.13302	5e-05	0.000618758
1905	tld	FBgn0003719	3R:20575455-20579234	young	old	3.47637	7.47989	1.10543	1.63056	1e-04	0.00115824
1906	tmod	FBgn0082582	3R:26358335-26404627	young	old	114.924	66.9052	-0.780487	-1.24489	0.00215	0.014742
1907	tok	FBgn0004885	3R:20545418-20574855	young	old	27.5214	55.262	1.00573	1.8436	5e-05	0.000618758
1908	tomosyn	FBgn0030412	X:12525652-12547377	young	old	51.27	33.0604	-0.633009	-1.07962	0.007	0.0378031
1909	trbl	FBgn0028978	3L:20389387-20394708	young	old	7.17489	11.9244	0.732886	1.19011	0.004	0.02441
1910	trn	FBgn0010452	3L:13107372-13111188	young	old	9.303	4.44673	-1.06495	-1.76445	5e-05	0.000618758
1911	trol	FBgn0267911	X:2365015-2439423	young	old	13.4004	4.17336	-1.68299	-3.15155	5e-05	0.000618758
1912	trus	FBgn0038055	3R:8282255-8286016	young	old	43.5716	20.491	-1.0884	-1.51596	1e-04	0.00115824
1913	tsr	FBgn0011726	2R:19925506-19934359	young	old	251.504	405.687	0.689786	1.13328	0.0065	0.0356751
1914	tth	FBgn0030502	X:13506146-13510387	young	old	9.15141	14.7807	0.691652	1.21446	0.0029	0.0188645
1915	tup	FBgn0003896	2L:18859499-18881256	young	old	6.51952	3.79876	-0.779238	-1.21661	0.00425	0.0255209
1916	tutl	FBgn0010473	2L:4283146-4321233	young	old	4.22391	2.06595	-1.03178	-1.48542	3e-04	0.00290595
1917	unc-104	FBgn0267002	2R:12639000-12660002	young	old	99.5033	61.7139	-0.689149	-1.1026	0.0053	0.0304407
1918	unc-5	FBgn0034013	2R:11237658-11259021	young	old	6.93683	4.18376	-0.729477	-1.13208	0.0056	0.0317344
1919	unc79	FBgn0038693	3R:15055214-15071852	young	old	37.0427	16.6617	-1.15265	-1.99782	5e-05	0.000618758
1920	up	FBgn0004169	X:13487609-13496536	young	old	602.446	145.186	-2.05294	-3.26615	5e-05	0.000618758
1921	upd3	FBgn0053542	X:18171265-18178632	young	old	0.0356797	1.12237	4.9753	2.13318	0.00305	0.019631
1922	uzip	FBgn0004055	2R:20899572-20917609	young	old	62.6484	39.421	-0.668315	-1.24922	0.00215	0.014742
1923	veli	FBgn0039269	3R:20890139-20891317	young	old	116.615	49.5292	-1.2354	-2.31493	5e-05	0.000618758
1924	verm	FBgn0261341	3L:19683132-19688356	young	old	24.2652	8.65838	-1.48672	-2.29995	5e-05	0.000618758
1925	vir-1	FBgn0043841	2L:12403269-12423421	young	old	1096.66	3151.76	1.52303	1.90842	5e-05	0.000618758
