ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
143271_at,FBgn0002789,CT15161,CG4696,Mp20,0,0,7,13,4,1.48
144247_at,FBgn0028694,CT41032,CG18174,Rpn11,8,0,0,0,0,1.48
152216_at,FBgn0037386,CT2170,CG1208,CG1208,4,11,0,0,4,1.48
143011_at,FBgn0031220,CT41972,CG4822,CG4822,4,0,0,0,7,1.48
154545_at,FBgn0013269,CT19512,CG6226,FK506-bp1,4,0,0,7,8,1.48
154991_at,FBgn0010416,CT28147,CG9984,TH1,4,0,0,0,6,1.48
152417_at,FBgn0028684,CT29122,CG10370,Tbp-1,8,0,0,0,0,1.48
152563_at,FBgn0038803,CT36351,CG5191,CG5191,0,2,0,0,1,1.48
153844_at,FBgn0021995,CT7100,CG2173,Rs1,3,0,0,0,6,1.48
141241_at,FBgn0037632,CT24531,CG8351,CG8351,3,0,0,0,2,1.48
143178_at,FBgn0001112,CT2009,CG1152,Gld,4,12,0,0,9,1.48
153366_at,FBgn0036316,CT30701,CG10960,CG10960,8,0,0,0,0,1.48
154326_at,FBgn0027070,CT38320,CG17322,CG17322,0,0,0,9,6,1.48
154734_at,FBgn0032258,CT22939,CG7456,CG7456,4,0,0,0,6,1.48
144350_at,FBgn0040383,CT16777,CG5254,CG5254,4,0,0,13,9,1.48
142253_at,FBgn0039325,CT29618,CG10560,CG10560,7,0,8,15,9,1.48
152329_at,FBgn0037646,CT32141,CG11967,CG11967,0,0,0,9,7,1.48
151667_s_at,FBgn0035906,,CG6673,CG6673,4,0,0,0,7,1.48
141772_at,FBgn0039209,CT33018,CG13624,CG13624,8,0,0,0,9,1.48
155140_at,FBgn0029133,CT4191,CG1591,REG,3,0,0,0,2,1.49
153031_at,FBgn0038037,CT17908,CG11466,Cyp9f2,0,0,0,13,4,1.49
150520_at,FBgn0039218,CT33022,CG13628,Rpb10,3,0,0,0,7,1.49
150639_at,FBgn0039401,CT19165,CG6095,CG6095,4,0,0,0,7,1.49
146847_at,FBgn0033351,CT8605,CG8235,CG8235,4,0,0,0,2,1.49
153694_at,FBgn0036650,CT13185,CG3971,Baldspot,0,0,8,0,9,1.49
152915_at,FBgn0030589,CT26938,CG9519,CG9519,0,0,0,10,7,1.49
152569_at,FBgn0050019,CT40270,CG30019,CG30019,4,0,0,0,4,1.49
150254_at,FBgn0038787,CT14206,CG4360,CG4360,0,5,0,0,2,1.49
155059_at,FBgn0032880,CT3845,CG9318,CG9318,3,0,0,0,0,1.49
145971_at,FBgn0041182,CT21754,CG7052,TepII,8,0,0,14,4,1.49
144037_at,FBgn0024957,CT19806,CG6342,Irp-1B,8,0,0,0,4,1.49
151164_at,FBgn0040687,CT34417,CG14645,CG14645,0,7,0,0,4,1.49
147608_at,FBgn0027073,CT14066,CG4302,CG4302,0,0,0,11,4,1.49
147060_at,FBgn0033691,CT25456,CG8860,CG8860,8,0,0,0,2,1.49
151636_at,FBgn0035772,CT14420,CG8582,Sh3beta,4,0,0,0,-1,1.49
146507_at,FBgn0032810,CT32299,CG13077,CG13077,3,0,1,0,7,1.49
153244_at,FBgn0033317,CT4112,CG8635,CG8635,0,0,0,6,8,1.49
147691_at,FBgn0034753,CT9017,CG2852,CG2852,4,0,0,0,2,1.49
147544_at,FBgn0034509,CT32778,CG13421,Obp57c,8,0,0,0,4,1.50
144245_at,FBgn0028686,CT35131,CG16916,Rpt3,3,0,0,0,2,1.50
147793_at,FBgn0034885,CT38997,CG4019,CG4019,4,0,0,0,0,1.50
154503_at,FBgn0032859,CT30673,CG10954,Arc-p34,8,0,0,0,0,1.50
153665_at,FBgn0017558,CT3054,CG8808,Pdk,0,0,1,0,0,1.50
141789_at,FBgn0010812,CT9235,CG2708,Tom34,3,5,0,11,6,1.50
152681_at,FBgn0033624,CT25962,CG12384,CG12384,3,0,0,0,0,1.50
149838_at,FBgn0038147,CT34014,CG14375,CG14375,4,0,0,10,9,1.50
153771_at,FBgn0002645,CT3677,CG1483,Map205,8,0,0,0,8,1.50
141462_at,FBgn0027094,CT32737,CG13391,Aats-ala,0,0,7,0,8,1.50
141774_at,FBgn0031020,CT10709,CG12202,CG12202,6,0,0,0,0,1.50
152412_at,FBgn0035346,CT1981,CG1146,CG1146,8,0,0,13,5,1.50
152385_at,FBgn0027090,CT29352,CG10506,Aats-gln,3,0,0,0,8,1.50
147609_at,FBgn0034605,CT35845,CG15661,CG15661,0,0,7,0,7,1.51
149138_at,FBgn0037011,CT15597,CG4858,CG4858,8,0,0,0,4,1.51
142545_at,FBgn0010173,CT27232,CG9633,RpA-70,3,0,2,10,8,1.51
146100_at,FBgn0032140,CT32354,CG13117,CG13117,3,2,2,0,7,1.51
153883_at,FBgn0016685,CT23922,CG7917,Nlp,3,0,0,0,0,1.51
154911_at,FBgn0040284,CT21609,CG6987,SF2,8,0,0,0,2,1.51
152781_at,FBgn0004654,CT12475,CG3724,Pgd,0,9,8,0,4,1.51
154843_at,FBgn0035850,CT24006,CG7986,CG7986,0,0,0,10,6,1.51
153955_at,FBgn0025381,CT34592,CG14782,CG14782,8,0,0,0,0,1.51
154568_at,FBgn0036908,CT33696,CG14103,CG14103,8,0,0,0,6,1.51
147525_at,FBgn0034480,CT33397,CG16898,CG16898,0,0,7,10,9,1.51
153605_at,FBgn0039869,CT5860,CG1890,CG1890,8,0,0,0,0,1.51
146046_at,FBgn0003209,CT26527,CG12437,raw,8,5,0,0,0,1.51
147470_at,FBgn0034399,CT34958,CG15083,CG15083,4,0,1,0,6,1.51
150326_at,FBgn0038903,CT32774,CG13418,RpI12,4,0,0,0,7,1.51
154790_at,FBgn0026400,CT28203,CG10009,Noa36,8,0,0,0,2,1.52
152376_at,FBgn0023529,CT9894,CG2918,CG2918,3,0,0,0,0,1.52
152520_at,FBgn0034094,CT12185,CG3666,Tsf3,0,0,0,11,7,1.52
143631_at,FBgn0010638,CT28511,CG10130,Sec61beta,8,0,0,0,0,1.52
154242_at,FBgn0029984,CT7298,CG2206,CG2206,8,2,0,0,6,1.52
153099_at,FBgn0036813,CT21310,CG6877,Aut1,3,0,0,9,6,1.52
154990_at,FBgn0037680,CT24278,CG8121,CG8121,4,0,0,0,6,1.52
146185_at,FBgn0024740,CT38028,CG17116,Lip2,0,0,0,10,7,1.52
151937_at,FBgn0037387,CT30783,CG1213,CG1213,4,10,0,0,4,1.52
145193_at,FBgn0015374,CT14438,CG4443,crl,8,0,0,0,6,1.52
143147_at,FBgn0000565,CT37910,CG7266,Eip71CD,0,0,1,15,4,1.52
152021_at,FBgn0004237,CT27250,CG12749,Hrb87F,3,0,0,0,8,1.52
154351_at,FBgn0020369,CT3729,CG1489,Pros45,3,0,0,0,0,1.52
154626_at,FBgn0026418,CT39144,CG6603,Hsc70Cb,8,0,0,0,2,1.52
152866_at,FBgn0031689,CT30336,CG10833,Cyp28d1,4,0,0,0,4,1.52
153258_at,FBgn0037999,CT15589,CG4860,CG4860,0,0,0,5,7,1.52
153432_at,FBgn0022073,CT9265,CG8846,Thor,8,0,7,0,0,1.52
154342_at,FBgn0036515,CT20383,CG12304,CG12304,4,0,0,0,1,1.52
153113_at,FBgn0036318,CT30831,CG11009,CG11009,3,0,0,0,1,1.53
153155_at,FBgn0024923,CT7768,CG2331,TER94,8,0,0,0,0,1.53
147740_at,FBgn0034819,CT27864,CG9877,CG9877,0,0,0,5,0,1.53
149222_at,FBgn0037151,CT22047,CG7130,CG7130,8,0,2,9,1,1.53
147954_at,FBgn0024277,CT41210,CG18214,trio,0,0,0,9,0,1.53
152556_at,FBgn0019929,CT6593,CG2045,Ser7,0,0,0,13,7,1.53
152404_at,FBgn0030327,CT8094,CG2448,FucT6,3,0,0,0,0,1.53
141682_at,FBgn0029093,CT3996,CG1548,cathD,8,0,0,11,0,1.53
150883_at,FBgn0039759,CT27516,CG9733,CG9733,0,0,1,10,7,1.53
149871_at,FBgn0038198,CT10556,CG3153,CG3153,4,0,0,0,4,1.53
143083_at,FBgn0000163,CT16134,CG5055,baz,8,0,0,0,0,1.53
148273_at,FBgn0035692,CT32586,CG13298,CG13298,3,0,0,0,6,1.53
154013_at,FBgn0031148,CT5134,CG1753,CG1753,4,0,0,0,2,1.53
153279_at,FBgn0021795,CT25954,CG9035,Tapdelta,4,0,0,0,2,1.53
141691_at,FBgn0003495,CT19282,CG6134,spz,0,3,0,0,6,1.53
154265_at,FBgn0033342,CT8297,CG8258,CG8258,3,0,0,0,7,1.53
153855_at,FBgn0034373,CT34960,CG15085,mae,8,0,0,0,6,1.53
152717_at,FBgn0023507,CT42116,CG3835,CG3835,0,0,0,11,7,1.53
154182_at,FBgn0039562,CT17486,CG5520,Gp93,4,0,0,8,0,1.53
154859_at,FBgn0032597,CT39878,CG17904,CG17904,3,0,0,0,0,1.54
143412_at,FBgn0004002,CT35236,CG15288,wb,8,0,0,0,7,1.54
142967_at,FBgn0033504,CT7898,CG18408,CAP,0,5,0,0,0,1.54
151833_at,FBgn0030163,CT5364,CG1791,CG1791,4,0,0,0,7,1.54
147135_at,FBgn0033814,CT15071,CG4670,CG4670,8,8,0,0,5,1.54
146559_at,FBgn0032897,CT5238,CG9336,CG9336,3,0,1,13,0,1.54
153637_at,FBgn0029134,CT22275,CG12323,Prosbeta5,3,0,0,0,0,1.54
143186_at,FBgn0001168,CT20229,CG6494,h,0,0,7,0,0,1.54
141784_at,FBgn0003475,,CG10076,spir,0,2,0,7,6,1.54
153574_at,FBgn0027095,CT21690,CG7013,ARP-like,8,0,0,0,7,1.54
153879_at,FBgn0003346,CT28175,CG9999,Sd,8,0,0,0,0,1.54
145598_at,FBgn0031362,CT32523,CG17646,CG17646,0,0,0,13,7,1.54
144540_at,FBgn0000394,CT37233,CG12410,cv,8,0,0,0,4,1.54
142415_at,FBgn0013305,CT12703,CG3798,Nmda1,3,0,0,11,4,1.54
152932_at,FBgn0000527,CT11183,CG3331,e,0,2,0,0,9,1.54
146286_at,FBgn0032429,CT17280,CG5446,CG5446,3,0,0,0,0,1.55
154233_at,FBgn0011289,CT18631,CG5930,TfIIA-L,8,0,0,0,0,1.55
144851_at,FBgn0030270,CT35126,CG15199,CG15199,0,0,8,0,7,1.55
148457_at,FBgn0035976,CT14316,CG4432,PGRP-LC,0,0,0,11,7,1.55
152354_at,FBgn0039714,CT7108,CG7816,CG7816,8,0,7,0,5,1.55
150415_at,FBgn0039043,CT33339,CG17121,CG17121,0,0,0,13,7,1.55
142123_at,FBgn0020497,CT32733,CG13387,emb,8,0,0,0,2,1.55
143277_at,FBgn0002869,CT14121,CG4312,MtnB,0,0,0,10,9,1.55
141762_at,FBgn0013770,CT20780,CG6692,Cp1,8,0,0,0,0,1.55
141412_at,FBgn0030955,CT21332,CG6891,CG6891,3,10,0,0,9,1.55
145788_at,FBgn0031643,CT10138,CG3008,CG3008,3,0,7,0,4,1.55
144832_at,FBgn0030244,CT7052,CG2157,CG2157,0,6,1,11,1,1.55
141306_at,FBgn0034888,CT17242,CG5431,CG5431,4,0,0,0,7,1.55
145385_at,FBgn0031049,CT33827,CG14214,CG14214,8,0,0,0,0,1.55
154350_at,FBgn0033735,CT24905,CG8525,CG8525,8,0,0,0,5,1.55
148854_at,FBgn0036581,CT16183,CG5057,Nut2,3,0,0,0,1,1.55
143334_at,FBgn0003328,CT36929,CG8095,scb,3,0,0,0,7,1.56
152188_at,FBgn0020278,CT15814,CG5248,loco,8,0,0,0,6,1.56
142234_at,FBgn0004581,CT38864,CG30170,bgcn,3,0,0,0,3,1.56
151779_at,FBgn0032029,CT38265,CG17292,CG17292,0,8,8,0,7,1.56
142949_at,FBgn0038800,CT35884,CG15921,CG15921,4,0,0,0,-1,1.56
154551_at,FBgn0033478,CT7504,CG2264,CG2264,0,5,0,0,9,1.56
145531_at,FBgn0031256,CT13772,CG4164,CG4164,3,0,0,0,2,1.56
153866_at,FBgn0031303,CT15107,CG4710,CG4710,0,0,0,13,4,1.56
144768_at,FBgn0052695,CT35189,CG32695,CG32695,0,0,2,0,0,1.56
153815_at,FBgn0027453,CT20598,CG6627,Dnz1,0,2,0,0,6,1.56
141566_at,FBgn0031864,CT30278,CG10805,CG10805,8,0,0,0,6,1.56
143005_at,FBgn0025628,CT13740,CG4199,CG4199,8,0,1,0,2,1.56
154194_at,FBgn0030720,CT25670,CG8939,CG8939,8,0,0,6,6,1.56
146726_at,FBgn0002930,CT5718,CG1857,nec,4,0,0,0,4,1.56
151076_at,FBgn0040588,CT33349,CG13841,CG13841,8,2,1,11,7,1.56
153581_at,FBgn0022268,CT16555,CG5183,KdelR,3,8,0,0,0,1.56
141671_s_at,FBgn0032715,CT29662,CG17597,CG17597,0,12,0,0,4,1.56
152461_at,FBgn0027619,CT7734,CG12131,Adam,8,0,0,0,2,1.57
152394_at,FBgn0034887,CT17202,CG5428,CG5428,3,0,0,13,7,1.57
152648_at,FBgn0035090,CT9287,CG2736,CG2736,4,0,8,0,9,1.57
142579_at,FBgn0029148,CT16795,CG5258,NHP2,4,0,0,6,2,1.57
146021_at,FBgn0032021,CT23672,CG7781,CG7781,0,5,0,0,7,1.57
153578_at,FBgn0035121,CT21688,CG7008,CG7008,8,0,0,6,2,1.57
143669_at,FBgn0011643,CT10809,CG33149,Mlp60A,7,6,0,0,-1,1.57
151946_at,FBgn0014000,CT29854,CG10658,Os9,4,0,0,11,-1,1.57
152616_at,FBgn0028540,CT25890,CG9008,CG9008,8,0,1,0,3,1.57
147225_at,FBgn0033978,CT28787,CG10242,Cyp6a23,0,11,0,11,9,1.57
146649_at,FBgn0033032,CT2769,CG1298,CG1298,4,0,0,0,6,1.57
154644_at,FBgn0016697,CT30641,CG10938,ProsMA5,8,0,0,0,2,1.57
141698_at,FBgn0031260,CT33129,CG11840,shanti,8,9,0,0,0,1.57
145681_at,FBgn0051694,CT10372,CG31694,CG31694,8,0,0,0,0,1.57
152598_at,FBgn0034335,CT16545,CG5164,GstE1,0,0,2,0,9,1.57
153611_at,FBgn0026170,CT14617,CG4494,smt3,3,8,0,0,2,1.57
148532_at,FBgn0036100,CT20163,CG6463,CG6463,0,0,4,0,-1,1.57
150549_at,FBgn0039268,CT36931,CG11819,CG11819,8,0,0,0,7,1.57
145188_at,FBgn0010256,CT14414,CG4429,Rbp2,4,0,0,0,0,1.58
152872_at,FBgn0033215,CT6076,CG1942,CG1942,0,0,0,9,4,1.58
145228_at,FBgn0030818,CT25658,CG8936,CG8936,8,10,0,0,7,1.58
153148_at,FBgn0036460,CT16393,CG5114,CG5114,3,0,0,6,6,1.58
146256_at,FBgn0032381,CT34762,CG14934,CG14934,3,11,0,10,9,1.58
142237_at,FBgn0039265,CT33049,CG11790,CG11790,3,0,0,0,6,1.58
142310_at,FBgn0015575,CT1705,CG1112,alpha-Est7,0,0,0,13,4,1.58
152411_at,FBgn0037439,CT28897,CG10286,CG10286,3,0,0,0,6,1.58
150300_at,FBgn0038863,CT18200,CG5802,CG5802,4,0,0,0,6,1.58
148662_at,FBgn0036290,CT29792,CG10638,CG10638,3,0,2,11,2,1.58
147925_at,FBgn0035132,CT33415,CG17061,mthl10,8,0,0,0,3,1.58
154858_at,FBgn0038947,CT21873,CG7073,sar1,4,0,0,0,0,1.58
153789_at,FBgn0029882,CT10845,CG3226,CG3226,8,0,0,0,6,1.58
154085_at,FBgn0000566,CT17004,CG5345,Eip55E,3,0,0,0,6,1.58
143199_at,FBgn0001235,CT38032,CG17117,hth,0,6,0,0,1,1.58
152828_at,FBgn0031038,CT33822,CG14208,Tyler,5,0,7,0,-1,1.58
148206_at,FBgn0035583,CT33162,CG13704,CG13704,8,10,0,13,7,1.58
143313_at,FBgn0003150,CT26525,CG9327,Pros29,8,0,0,0,2,1.58
141630_at,FBgn0034728,CT19217,CG6339,rad50,3,0,0,0,6,1.58
152246_at,FBgn0036116,CT36915,CG7888,CG7888,0,3,0,0,7,1.59
141242_at,FBgn0034388,CT34967,CG15092,CG15092,0,0,4,9,2,1.59
141301_at,FBgn0004885,CT21251,CG6863,tok,4,2,1,11,9,1.59
151404_at,FBgn0040937,CT35191,CG15248,CG15248,4,2,0,0,-1,1.59
145558_at,FBgn0031304,CT14740,CG4552,CG4552,8,0,0,0,3,1.59
145665_at,FBgn0031455,CT28075,CG9958,snapin,4,0,0,0,-1,1.59
144807_at,FBgn0052687,CT6984,CG32687,CG32687,8,0,0,11,4,1.59
142221_at,FBgn0015038,CT14604,CG4485,Cyp9b1,0,0,0,11,7,1.59
154624_at,FBgn0026196,CT28625,CG10206,nop5,2,0,0,0,8,1.59
141672_r_at,FBgn0032715,CT29662,CG17597,CG17597,4,0,0,0,4,1.59
153217_at,FBgn0028992,CT18355,CG5851,sds22,8,0,0,0,6,1.59
146349_at,FBgn0032536,CT40163,CG17988,Ance-3,0,0,1,11,7,1.59
153601_at,FBgn0003062,CT27872,CG9888,Fib,8,0,0,4,2,1.59
146718_at,FBgn0033139,CT31969,CG12837,Tsp42Er,8,0,0,0,1,1.59
153810_at,FBgn0027053,CT34706,CG14884,CSN5,3,0,0,0,6,1.59
145844_at,FBgn0031734,CT31157,CG11147,CG11147,0,0,8,0,9,1.59
143953_at,FBgn0022213,CT32567,CG13281,Cas,8,0,1,0,8,1.60
153098_at,FBgn0039102,CT37173,CG16705,CG16705,4,0,0,0,9,1.60
153868_at,FBgn0031268,CT9601,CG2813,CG2813,4,0,0,0,6,1.60
153699_at,FBgn0011016,CT17318,CG5474,SsRbeta,4,0,0,0,0,1.60
150514_at,FBgn0039203,CT33012,CG13618,CG13618,4,11,1,0,7,1.60
154993_at,FBgn0037447,CT7764,CG2330,CG2330,3,0,2,11,9,1.60
142356_at,FBgn0016724,CT30951,CG11064,RfaBp,0,0,8,11,4,1.60
151458_at,FBgn0051676,CT34052,CG31676,CG31676,0,0,0,13,1,1.60
150697_at,FBgn0051075,CT19744,CG31075,CG31075,7,0,0,0,0,1.60
141815_at,FBgn0035438,CT1649,CG12013,CG12013,3,0,7,12,4,1.60
152675_at,FBgn0030484,CT4698,CG1681,CG1681,4,11,0,9,9,1.60
152196_at,FBgn0027562,CT29054,CG10345,CG10345,0,8,4,0,9,1.60
141666_at,FBgn0046214,CT33063,CG11844,CG11844,3,0,0,7,2,1.60
143197_at,FBgn0001230,CT17248,CG5436,Hsp68,8,0,2,0,3,1.60
144115_at,FBgn0026084,CT15683,CG4944,cib,3,0,1,0,2,1.60
146906_at,FBgn0033452,CT4201,CG1599,CG1599,3,0,0,0,0,1.60
153819_at,FBgn0037137,CT22833,CG7421,Nopp140,3,0,0,7,1,1.61
142674_at,FBgn0032005,CT24499,CG8282,CG8282,8,0,0,0,0,1.61
149674_at,FBgn0037874,CT15437,CG4800,CG4800,3,0,0,0,0,1.61
153930_at,FBgn0034354,CT16701,CG5224,CG5224,4,0,2,0,6,1.61
144635_at,FBgn0029927,CT34091,CG14430,CG14430,4,0,0,0,7,1.61
146589_at,FBgn0032949,CT11115,CG3305,CG3305,8,0,0,0,0,1.61
153526_at,FBgn0034417,CT34995,CG15117,CG15117,0,9,0,0,3,1.61
154419_at,FBgn0025678,CT18216,CG5809,CaBP1,3,0,0,0,0,1.61
154791_at,FBgn0031037,CT33820,CG14207,CG14207,0,5,7,11,0,1.61
150715_at,FBgn0039492,CT18965,CG6051,CG6051,0,0,0,9,0,1.61
151477_at,FBgn0031737,CT31147,CG11142,CG11142,0,0,8,0,7,1.61
150964_at,FBgn0040206,CT3719,CG1487,krz,8,0,1,0,8,1.61
144194_at,FBgn0027836,CT18019,CG5729,Dgp-1,0,0,7,0,3,1.62
154275_at,FBgn0037314,CT1070,CG12000,CG12000,8,0,0,9,0,1.62
141230_at,FBgn0033485,CT3154,CG1381,CG1381,0,0,0,7,6,1.62
146585_at,FBgn0032945,CT5308,CG8665,CG8665,0,0,1,0,7,1.62
146709_at,FBgn0029506,CT7946,CG10106,Tsp42Ee,3,0,1,0,0,1.62
151846_at,FBgn0030799,CT15663,CG4872,CG4872,4,0,0,0,7,1.62
143418_at,FBgn0004047,CT31113,CG11129,Yp3,0,2,0,0,2,1.62
152381_at,FBgn0020388,CT13582,CG4107,Pcaf,3,0,0,0,6,1.62
152545_at,FBgn0033663,CT25820,CG8983,ERp60,8,0,0,0,0,1.62
146561_at,FBgn0032900,CT34050,CG14401,CG14401,3,0,1,11,7,1.63
145647_at,FBgn0031432,CT28097,CG9964,Cyp309a1,0,0,2,10,7,1.63
153684_at,FBgn0000250,CT18347,CG5848,cact,8,0,0,0,0,1.63
153931_at,FBgn0025384,CT34589,CG14779,CG14779,4,0,0,0,2,1.63
143330_at,FBgn0003310,CT14284,CG4385,S,8,0,0,0,8,1.63
153565_at,FBgn0002121,CT9059,CG2671,l(2)gl,8,0,0,0,6,1.63
154165_at,FBgn0002022,CT29330,CG10449,Catsup,8,0,0,0,6,1.63
146162_at,FBgn0032253,CT16934,CG5322,CG5322,0,0,8,0,7,1.63
142639_at,FBgn0038809,CT37613,CG16953,CG16953,8,0,0,0,0,1.63
148835_at,FBgn0036549,CT19007,CG10516,CG10516,0,0,0,9,9,1.63
151800_at,FBgn0034229,CT15577,CG4847,CG4847,13,9,5,0,4,1.63
153423_at,FBgn0011280,CT4586,CG1668,Pbprp2,8,4,8,0,9,1.63
152230_at,FBgn0027088,CT21033,CG6778,Aats-gly,8,0,0,0,-1,1.63
146436_at,FBgn0032682,CT28619,CG10176,CG10176,3,0,0,0,7,1.63
143696_at,FBgn0011824,CT13396,CG4038,CG4038,6,0,0,6,0,1.63
141625_at,FBgn0003660,CT11143,CG12210,Syb,8,0,0,0,0,1.63
154567_at,FBgn0037687,CT24312,CG8132,CG8132,4,0,0,0,4,1.63
154110_at,FBgn0035811,CT16549,CG12262,CG12262,0,0,7,0,0,1.63
147264_at,FBgn0050084,CT32161,CG30084,tun,7,6,0,16,4,1.63
152301_at,FBgn0033477,CT32064,CG12918,CG12918,8,0,0,0,7,1.64
152658_at,FBgn0030304,CT36755,CG11715,Cyp4g15,0,3,0,0,9,1.64
142546_at,FBgn0037560,CT41269,CG18228,CG18228,3,0,0,0,9,1.64
152102_at,FBgn0035189,CT9987,CG9119,CG9119,0,11,8,0,4,1.64
142876_at,FBgn0013263,CT40931,CG9343,Trl,6,0,0,0,0,1.64
152201_at,FBgn0027560,CT9393,CG4104,Tps1,0,0,0,13,4,1.64
144701_at,FBgn0030041,CT7002,CG12116,CG12116,0,0,0,13,9,1.64
150796_at,FBgn0039620,CT3501,CG1443,CG1443,0,0,0,13,7,1.64
144519_at,FBgn0029762,CT10940,CG3252,CG3252,8,0,0,13,5,1.64
147104_at,FBgn0033754,CT25376,CG8816,CG8816,0,0,0,4,6,1.64
146481_at,FBgn0032762,CT29944,CG10685,CG10685,4,0,0,4,6,1.64
153747_at,FBgn0004638,CT18920,CG6033,drk,8,0,0,0,6,1.65
152734_at,FBgn0028940,CT25460,CG8864,Cyp28a5,0,0,2,11,4,1.65
148624_at,FBgn0036232,CT33725,CG14125,CG14125,0,7,0,13,4,1.65
147320_at,FBgn0034143,CT24491,CG8303,CG8303,8,0,1,6,6,1.65
152056_at,FBgn0003231,CT29100,CG10360,ref(2)P,8,0,2,11,-1,1.65
146844_at,FBgn0050349,CT33227,CG30349,CG30349,3,0,0,0,6,1.65
144399_at,FBgn0044047,CT33608,CG14049,Ilp6,4,0,0,0,-1,1.65
151452_at,FBgn0040993,CT35069,CG17325,CG17325,0,0,0,1,4,1.65
151876_at,FBgn0016715,CT10568,CG3200,Reg-2,4,0,0,11,9,1.65
143184_at,FBgn0001149,CT28269,CG10045,GstD1,8,0,7,0,0,1.65
143093_at,FBgn0000261,CT21282,CG6871,Cat,0,0,0,13,0,1.65
155151_at,FBgn0034312,CT30563,CG10916,CG10916,3,0,2,0,1,1.65
151211_at,FBgn0040736,CT37419,CG16844,CG16844,3,0,2,0,4,1.66
152949_at,FBgn0039006,CT38889,CG12800,Cyp6d4,6,0,0,0,9,1.66
145206_at,FBgn0030782,CT41728,CG18358,CG18358,3,0,1,0,0,1.66
153437_at,FBgn0040064,CT14747,CG4600,yip2,0,0,7,0,4,1.66
152661_at,FBgn0030749,CT28009,CG9968,Anxb11,8,0,1,11,0,1.66
149899_at,FBgn0038236,CT11271,CG3360,Cyp313a1,7,8,4,0,9,1.66
153069_at,FBgn0034394,CT42567,CG15096,CG15096,4,0,0,0,4,1.66
143839_at,FBgn0015765,CT17349,CG5475,Mpk2,8,0,0,0,7,1.66
141258_at,FBgn0033059,CT3610,CG7845,CG7845,3,0,0,0,6,1.67
149195_at,FBgn0037110,CT34309,CG14577,ORMDL,4,0,0,0,0,1.67
152827_at,FBgn0037906,CT34494,CG14704,PGRP-LB,3,0,1,13,4,1.67
154492_at,FBgn0038535,CT23003,CG18212,CG18212,4,0,0,0,0,1.67
146576_at,FBgn0000239,CT2988,CG9242,bur,8,0,0,0,2,1.67
152814_at,FBgn0014020,CT18739,CG8416,Rho1,3,0,0,0,0,1.67
151805_at,FBgn0016718,CT7150,CG2194,Reg-3,0,0,7,0,4,1.67
146190_at,FBgn0032297,CT33646,CG17124,CG17124,0,0,8,13,0,1.68
155158_at,FBgn0030529,CT30807,CG10997,CG10997,4,0,0,0,4,1.68
AFFX-Dros-GAPDH_5_at,FBgn0001092,CT25538,CG8893,Gapdh2,7,0,0,0,4,1.68
154709_at,FBgn0030321,CT4826,CG1703,CG1703,3,0,0,0,2,1.68
148458_at,FBgn0035977,CT14428,CG4437,PGRP-LF,8,0,0,11,7,1.68
152905_at,FBgn0050342,CT8096,CG30342,CG30342,8,0,0,0,0,1.68
149675_at,FBgn0037875,CT20742,CG6672,CG6672,3,0,0,0,2,1.68
148128_at,FBgn0035469,CT34825,CG14977,CG14977,3,0,0,0,6,1.68
148412_at,FBgn0035907,CT20692,CG6662,CG6662,0,8,0,0,6,1.68
154150_at,FBgn0034079,CT18945,CG8430,CG8430,8,0,0,0,0,1.68
151545_at,FBgn0023441,CT21869,CG8205,fus,6,0,0,0,7,1.69
149345_at,FBgn0037354,CT8927,CG12171,CG12171,0,0,7,0,7,1.69
143675_at,FBgn0011674,CT9929,CG11312,insc,5,0,0,0,7,1.69
153203_at,FBgn0039156,CT19388,CG6178,CG6178,0,9,0,0,0,1.69
153141_at,FBgn0024814,CT21529,CG6948,Clc,1,0,0,0,9,1.69
153985_at,FBgn0031990,CT24897,CG8552,CG8552,8,0,0,0,5,1.69
154170_at,FBgn0039130,CT18371,CG5854,CG5854,3,0,0,0,6,1.69
152050_at,FBgn0037057,CT29490,CG10512,CG10512,0,0,1,0,3,1.69
153571_at,FBgn0026751,CT13864,CG4208,XRCC1,5,0,0,0,8,1.69
146609_at,FBgn0032973,CT20726,CG6675,CG6675,0,0,0,2,7,1.69
147550_at,FBgn0034515,CT32785,CG13428,CG13428,0,12,4,0,-1,1.69
146098_at,FBgn0015393,CT13103,CG3949,hoip,4,0,0,7,2,1.70
152149_at,FBgn0027617,CT38165,CG5808,CG5808,0,3,0,0,8,1.70
141434_at,FBgn0035165,CT33420,CG13887,CG13887,3,0,0,9,0,1.70
151760_at,FBgn0033913,CT24721,CG8468,CG8468,8,3,0,0,9,1.70
141483_at,FBgn0038661,CT39616,CG17836,CG17836,8,0,2,11,0,1.70
153234_at,FBgn0036929,CT23441,CG7668,CG7668,6,0,0,0,6,1.70
142239_at,FBgn0036848,CT29264,CG10424,CG10424,4,0,0,0,6,1.71
150378_at,FBgn0053110,CT33356,CG33110,CG33110,8,0,0,9,0,1.71
154391_at,FBgn0033635,CT23658,CG7777,CG7777,6,0,0,0,2,1.71
